#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ITGB6	ITGAV	9606.ENSP00000283249	9606.ENSP00000261023	0	0	0	0	0.078	0.984	0.900	0.870	0.999
ITGB6	TNC	9606.ENSP00000283249	9606.ENSP00000265131	0	0	0	0.552	0.071	0	0.900	0.115	0.910
ITGB6	ITGB7	9606.ENSP00000283249	9606.ENSP00000267082	0	0	0.097	0.882	0.055	0	0.900	0.294	0.931
ITGB6	ITGA1	9606.ENSP00000283249	9606.ENSP00000282588	0	0	0	0	0.073	0.114	0.900	0.687	0.970
ITGB6	TNXB	9606.ENSP00000283249	9606.ENSP00000407685	0	0	0	0	0.055	0	0.900	0.094	0.906
ITGB6	TNR	9606.ENSP00000283249	9606.ENSP00000356646	0	0	0	0.552	0.052	0	0.900	0.115	0.908
ITGB6	ACTG1	9606.ENSP00000283249	9606.ENSP00000458162	0	0	0	0	0.064	0.070	0.900	0.128	0.914
ITGB6	TLN1	9606.ENSP00000283249	9606.ENSP00000316029	0	0	0	0	0.074	0.104	0.650	0.752	0.918
ITGB6	ITGB5	9606.ENSP00000283249	9606.ENSP00000296181	0	0	0.067	0.937	0.059	0	0.900	0.269	0.927
ITGB6	ITGAL	9606.ENSP00000283249	9606.ENSP00000349252	0	0	0	0	0.055	0.114	0.900	0.266	0.930
ITGB6	SRC	9606.ENSP00000283249	9606.ENSP00000362680	0	0	0	0	0.064	0.052	0.900	0.323	0.931
ITGB6	PTK2	9606.ENSP00000283249	9606.ENSP00000341189	0	0	0	0	0.082	0.101	0.900	0.282	0.932
ITGB6	ITGB3	9606.ENSP00000283249	9606.ENSP00000452786	0	0	0.067	0.945	0.044	0	0.900	0.363	0.935
ITGB6	ITGB2	9606.ENSP00000283249	9606.ENSP00000380948	0	0	0.098	0.880	0.071	0	0.900	0.400	0.943
ITGB6	DSPP	9606.ENSP00000283249	9606.ENSP00000498766	0	0	0	0	0	0.067	0.900	0.475	0.946
ITGB6	ITGA11	9606.ENSP00000283249	9606.ENSP00000327290	0	0	0	0	0.068	0.114	0.900	0.476	0.951
ITGB6	ITGA10	9606.ENSP00000283249	9606.ENSP00000358310	0	0	0	0	0.068	0.114	0.900	0.504	0.953
ITGB6	ITGA5	9606.ENSP00000283249	9606.ENSP00000293379	0	0	0	0	0.067	0.135	0.900	0.578	0.961
ITGB6	ITGA4	9606.ENSP00000283249	9606.ENSP00000380227	0	0	0	0	0.065	0.135	0.900	0.598	0.963
ITGB6	ITGA2	9606.ENSP00000283249	9606.ENSP00000296585	0	0	0	0	0.110	0.114	0.900	0.715	0.974
ITGB6	ITGA3	9606.ENSP00000283249	9606.ENSP00000315190	0	0	0	0	0.104	0.135	0.900	0.744	0.977
ITGB6	ITGB1	9606.ENSP00000283249	9606.ENSP00000379350	0	0	0.080	0.911	0.667	0	0.900	0.403	0.979
ITGB6	FN1	9606.ENSP00000283249	9606.ENSP00000346839	0	0	0	0	0.056	0.292	0.900	0.820	0.986
ITGB7	ITGB8	9606.ENSP00000267082	9606.ENSP00000222573	0	0	0.112	0.799	0	0	0.900	0.148	0.917
ITGB7	ITGAV	9606.ENSP00000267082	9606.ENSP00000261023	0	0	0	0	0.098	0.135	0.900	0.455	0.951
ITGB7	ITGB5	9606.ENSP00000267082	9606.ENSP00000296181	0	0	0.095	0.879	0.059	0	0.900	0.084	0.911
ITGB7	ACTG1	9606.ENSP00000267082	9606.ENSP00000458162	0	0	0	0	0	0.070	0.900	0.120	0.911
ITGB7	ITGB1	9606.ENSP00000267082	9606.ENSP00000379350	0	0	0.075	0.924	0	0	0.900	0.139	0.913
ITGB7	SRC	9606.ENSP00000267082	9606.ENSP00000362680	0	0	0	0	0.062	0.052	0.900	0.268	0.926
ITGB7	ITGB6	9606.ENSP00000267082	9606.ENSP00000283249	0	0	0.097	0.882	0.055	0	0.900	0.294	0.931
ITGB7	ITGB3	9606.ENSP00000267082	9606.ENSP00000452786	0	0	0.095	0.885	0.077	0	0.900	0.425	0.945
ITGB7	ITGA2	9606.ENSP00000267082	9606.ENSP00000296585	0	0	0	0	0.080	0.114	0.900	0.420	0.946
ITGB7	ITGA3	9606.ENSP00000267082	9606.ENSP00000315190	0	0	0	0	0.067	0.135	0.900	0.458	0.950
ITGB7	PTK2	9606.ENSP00000267082	9606.ENSP00000341189	0	0	0	0	0.113	0.101	0.900	0.468	0.951
ITGB7	ITGA1	9606.ENSP00000267082	9606.ENSP00000282588	0	0	0	0	0.080	0.114	0.900	0.473	0.951
ITGB7	ITGB2	9606.ENSP00000267082	9606.ENSP00000380948	0	0	0.076	0.927	0.204	0	0.900	0.453	0.954
ITGB7	ITGA11	9606.ENSP00000267082	9606.ENSP00000327290	0	0	0	0	0.099	0.114	0.900	0.536	0.958
ITGB7	ITGA10	9606.ENSP00000267082	9606.ENSP00000358310	0	0	0	0	0.080	0.114	0.900	0.599	0.962
ITGB7	ITGAL	9606.ENSP00000267082	9606.ENSP00000349252	0	0	0	0	0.328	0.114	0.900	0.647	0.976
ITGB7	FN1	9606.ENSP00000267082	9606.ENSP00000346839	0	0	0	0	0.056	0.292	0.900	0.811	0.985
ITGB7	ITGA5	9606.ENSP00000267082	9606.ENSP00000293379	0	0	0	0	0.094	0.135	0.900	0.873	0.988
ITGB7	ITGA4	9606.ENSP00000267082	9606.ENSP00000380227	0	0	0	0	0.144	0.979	0.900	0.996	0.999
ITGB8	TGFB1	9606.ENSP00000222573	9606.ENSP00000221930	0	0	0	0	0.055	0.912	0.500	0.638	0.983
ITGB8	ITGB2	9606.ENSP00000222573	9606.ENSP00000380948	0	0	0.114	0.822	0	0	0.900	0.085	0.911
ITGB8	ACTG1	9606.ENSP00000222573	9606.ENSP00000458162	0	0	0	0	0	0.070	0.900	0.131	0.912
ITGB8	ITGB7	9606.ENSP00000222573	9606.ENSP00000267082	0	0	0.112	0.799	0	0	0.900	0.148	0.917
ITGB8	ITGAL	9606.ENSP00000222573	9606.ENSP00000349252	0	0	0	0	0.047	0.114	0.900	0.235	0.926
ITGB8	SRC	9606.ENSP00000222573	9606.ENSP00000362680	0	0	0	0	0.048	0.052	0.900	0.292	0.927
ITGB8	FN1	9606.ENSP00000222573	9606.ENSP00000346839	0	0	0	0	0	0	0.900	0.332	0.930
ITGB8	ITGB6	9606.ENSP00000222573	9606.ENSP00000283249	0	0	0.079	0.871	0.061	0	0.900	0.313	0.932
ITGB8	PTK2	9606.ENSP00000222573	9606.ENSP00000341189	0	0	0	0	0.074	0.098	0.900	0.300	0.933
ITGB8	VTN	9606.ENSP00000222573	9606.ENSP00000226218	0	0	0	0	0	0	0.900	0.390	0.936
ITGB8	ITGB1	9606.ENSP00000222573	9606.ENSP00000379350	0	0	0.070	0.839	0	0	0.900	0.410	0.940
ITGB8	ITGB5	9606.ENSP00000222573	9606.ENSP00000296181	0	0	0.084	0.859	0	0	0.900	0.448	0.945
ITGB8	ITGB3	9606.ENSP00000222573	9606.ENSP00000452786	0	0	0.073	0.859	0.044	0	0.900	0.481	0.947
ITGB8	ITGA1	9606.ENSP00000222573	9606.ENSP00000282588	0	0	0	0	0.055	0.114	0.900	0.612	0.963
ITGB8	ITGA4	9606.ENSP00000222573	9606.ENSP00000380227	0	0	0	0	0.047	0.114	0.900	0.616	0.963
ITGB8	ITGA3	9606.ENSP00000222573	9606.ENSP00000315190	0	0	0	0	0.048	0.114	0.900	0.614	0.963
ITGB8	ITGA5	9606.ENSP00000222573	9606.ENSP00000293379	0	0	0	0	0.047	0.114	0.900	0.641	0.965
ITGB8	ITGA2	9606.ENSP00000222573	9606.ENSP00000296585	0	0	0	0	0.080	0.114	0.900	0.640	0.966
ITGB8	ITGA11	9606.ENSP00000222573	9606.ENSP00000327290	0	0	0	0	0.047	0.114	0.900	0.658	0.967
ITGB8	ITGA10	9606.ENSP00000222573	9606.ENSP00000358310	0	0	0	0	0.047	0.114	0.900	0.678	0.969
ITGB8	ITGAV	9606.ENSP00000222573	9606.ENSP00000261023	0	0	0	0	0.087	0.974	0.900	0.925	0.999
PTK2	ITGB8	9606.ENSP00000341189	9606.ENSP00000222573	0	0	0	0	0.074	0.098	0.900	0.300	0.933
PTK2	VTN	9606.ENSP00000341189	9606.ENSP00000226218	0	0	0	0	0.054	0	0.650	0.731	0.903
PTK2	ITGAV	9606.ENSP00000341189	9606.ENSP00000261023	0	0	0	0	0.084	0.701	0.900	0.484	0.984
PTK2	ITGA2B	9606.ENSP00000341189	9606.ENSP00000262407	0	0	0	0	0.083	0	0.900	0.210	0.921
PTK2	ITGB7	9606.ENSP00000341189	9606.ENSP00000267082	0	0	0	0	0.113	0.101	0.900	0.468	0.951
PTK2	PXN	9606.ENSP00000341189	9606.ENSP00000267257	0	0	0	0	0.042	0.945	0.500	0.999	0.999
PTK2	ITGB6	9606.ENSP00000341189	9606.ENSP00000283249	0	0	0	0	0.082	0.101	0.900	0.282	0.932
PTK2	ITGA5	9606.ENSP00000341189	9606.ENSP00000293379	0	0	0	0	0.059	0	0.900	0.730	0.972
PTK2	ITGB5	9606.ENSP00000341189	9606.ENSP00000296181	0	0	0	0	0.139	0.540	0.900	0.386	0.972
PTK2	ITGA2	9606.ENSP00000341189	9606.ENSP00000296585	0	0	0	0	0.063	0	0.900	0.417	0.940
PTK2	ITGA3	9606.ENSP00000341189	9606.ENSP00000315190	0	0	0	0	0.102	0	0.900	0.783	0.978
PTK2	TLN1	9606.ENSP00000341189	9606.ENSP00000316029	0	0	0	0	0.056	0.629	0.900	0.997	0.999
PTK2	FN1	9606.ENSP00000341189	9606.ENSP00000346839	0	0	0	0	0.084	0	0.650	0.822	0.937
PTK2	ITGA4	9606.ENSP00000341189	9606.ENSP00000380227	0	0	0	0	0.055	0.292	0.900	0.286	0.945
PTK2	ITGA6	9606.ENSP00000341189	9606.ENSP00000386896	0	0	0	0	0.091	0	0.900	0.607	0.961
PTK2	ITGB3	9606.ENSP00000341189	9606.ENSP00000452786	0	0	0	0	0.110	0.648	0.900	0.723	0.990
PTK2	ITGB1	9606.ENSP00000341189	9606.ENSP00000379350	0	0	0	0	0.130	0.644	0.900	0.928	0.997
PTK2	SRC	9606.ENSP00000341189	9606.ENSP00000362680	0	0	0	0.728	0.072	0.929	0.900	0.987	0.999
PTK2	TLN2	9606.ENSP00000341189	9606.ENSP00000453508	0	0	0	0	0.058	0.047	0.900	0.997	0.999
PXN	ITGB5	9606.ENSP00000267257	9606.ENSP00000296181	0	0	0	0	0.067	0.071	0.800	0.498	0.901
PXN	ITGB3	9606.ENSP00000267257	9606.ENSP00000452786	0	0	0	0	0.063	0.314	0.500	0.812	0.931
PXN	FN1	9606.ENSP00000267257	9606.ENSP00000346839	0	0	0	0	0	0.201	0	0.978	0.981
PXN	ITGB1	9606.ENSP00000267257	9606.ENSP00000379350	0	0	0	0	0.084	0.636	0	0.966	0.987
PXN	ITGA4	9606.ENSP00000267257	9606.ENSP00000380227	0	0	0	0	0.042	0.736	0	0.986	0.996
PXN	SRC	9606.ENSP00000267257	9606.ENSP00000362680	0	0	0	0	0.069	0.523	0.900	0.998	0.999
PXN	PTK2	9606.ENSP00000267257	9606.ENSP00000341189	0	0	0	0	0.042	0.945	0.500	0.999	0.999
PXN	TLN1	9606.ENSP00000267257	9606.ENSP00000316029	0	0	0	0	0.133	0.735	0.800	0.999	0.999
PXN	TLN2	9606.ENSP00000267257	9606.ENSP00000453508	0	0	0	0	0.055	0	0	0.999	0.999
SPP1	VTN	9606.ENSP00000378517	9606.ENSP00000226218	0	0	0	0	0.060	0	0	0.963	0.964
SPP1	IBSP	9606.ENSP00000378517	9606.ENSP00000226284	0	0	0	0	0.108	0	0	0.990	0.991
SPP1	ITGAV	9606.ENSP00000378517	9606.ENSP00000261023	0	0	0	0	0.150	0.292	0.900	0.990	0.999
SPP1	ITGA9	9606.ENSP00000378517	9606.ENSP00000264741	0	0	0	0	0.068	0	0.900	0.798	0.979
SPP1	ITGB5	9606.ENSP00000378517	9606.ENSP00000296181	0	0	0	0	0.062	0.292	0.900	0.576	0.968
SPP1	DMP1	9606.ENSP00000378517	9606.ENSP00000340935	0	0	0	0	0.067	0	0	0.920	0.922
SPP1	FN1	9606.ENSP00000378517	9606.ENSP00000346839	0	0	0	0	0.098	0	0	0.996	0.996
SPP1	ITGA8	9606.ENSP00000378517	9606.ENSP00000367316	0	0	0	0	0.074	0	0.650	0.728	0.904
SPP1	ITGA4	9606.ENSP00000378517	9606.ENSP00000380227	0	0	0	0	0.068	0	0.900	0.742	0.973
SPP1	ITGB3	9606.ENSP00000378517	9606.ENSP00000452786	0	0	0	0	0.043	0	0.900	0.949	0.994
SPP1	ITGB1	9606.ENSP00000378517	9606.ENSP00000379350	0	0	0	0	0.044	0.292	0.900	0.950	0.996
SRC	ITGB8	9606.ENSP00000362680	9606.ENSP00000222573	0	0	0	0	0.048	0.052	0.900	0.292	0.927
SRC	ITGAV	9606.ENSP00000362680	9606.ENSP00000261023	0	0	0	0	0.059	0.071	0.900	0.456	0.946
SRC	ITGA2B	9606.ENSP00000362680	9606.ENSP00000262407	0	0	0	0	0.131	0.071	0.900	0.555	0.959
SRC	ITGB7	9606.ENSP00000362680	9606.ENSP00000267082	0	0	0	0	0.062	0.052	0.900	0.268	0.926
SRC	PXN	9606.ENSP00000362680	9606.ENSP00000267257	0	0	0	0	0.069	0.523	0.900	0.998	0.999
SRC	ITGB6	9606.ENSP00000362680	9606.ENSP00000283249	0	0	0	0	0.064	0.052	0.900	0.323	0.931
SRC	ITGA5	9606.ENSP00000362680	9606.ENSP00000293379	0	0	0	0	0.106	0.071	0.900	0.459	0.949
SRC	ITGB5	9606.ENSP00000362680	9606.ENSP00000296181	0	0	0	0	0.069	0.065	0.900	0.372	0.938
SRC	TLN1	9606.ENSP00000362680	9606.ENSP00000316029	0	0	0	0	0.075	0.292	0.900	0.996	0.999
SRC	PTK2	9606.ENSP00000362680	9606.ENSP00000341189	0	0	0	0.728	0.072	0.929	0.900	0.987	0.999
SRC	FN1	9606.ENSP00000362680	9606.ENSP00000346839	0	0	0	0	0.042	0	0.400	0.912	0.945
SRC	ITGB2	9606.ENSP00000362680	9606.ENSP00000380948	0	0	0	0	0.092	0.052	0.650	0.720	0.904
SRC	ITGA4	9606.ENSP00000362680	9606.ENSP00000380227	0	0	0	0	0.068	0.070	0.900	0.536	0.954
SRC	ITGB1	9606.ENSP00000362680	9606.ENSP00000379350	0	0	0	0	0.074	0.052	0.900	0.868	0.986
SRC	ITGB3	9606.ENSP00000362680	9606.ENSP00000452786	0	0	0	0	0.090	0.309	0.900	0.972	0.998
SRC	TLN2	9606.ENSP00000362680	9606.ENSP00000453508	0	0	0	0	0.042	0	0.900	0.994	0.999
TGFB1	FN1	9606.ENSP00000221930	9606.ENSP00000346839	0	0	0	0	0.049	0	0	0.969	0.969
TGFB1	ITGB8	9606.ENSP00000221930	9606.ENSP00000222573	0	0	0	0	0.055	0.912	0.500	0.638	0.983
TGFB1	THBS1	9606.ENSP00000221930	9606.ENSP00000260356	0	0	0	0	0.055	0.488	0	0.972	0.985
TGFB1	ITGB6	9606.ENSP00000221930	9606.ENSP00000283249	0	0	0	0	0.105	0.900	0.500	0.742	0.986
TGFB1	ITGAV	9606.ENSP00000221930	9606.ENSP00000261023	0	0	0	0	0.076	0.961	0.500	0.748	0.994
THBS1	TGFB1	9606.ENSP00000260356	9606.ENSP00000221930	0	0	0	0	0.055	0.488	0	0.972	0.985
THBS1	ITGA2B	9606.ENSP00000260356	9606.ENSP00000262407	0	0	0	0	0.121	0.054	0.900	0.372	0.940
THBS1	ITGA3	9606.ENSP00000260356	9606.ENSP00000315190	0	0	0	0	0.097	0.054	0.900	0.645	0.965
THBS1	ITGAV	9606.ENSP00000260356	9606.ENSP00000261023	0	0	0	0	0.156	0.301	0.900	0.724	0.981
THBS1	ITGB3	9606.ENSP00000260356	9606.ENSP00000452786	0	0	0	0	0.146	0.524	0.900	0.656	0.984
THBS1	ITGB1	9606.ENSP00000260356	9606.ENSP00000379350	0	0	0	0	0.145	0.312	0.900	0.837	0.989
THBS1	FN1	9606.ENSP00000260356	9606.ENSP00000346839	0	0	0	0	0.120	0.467	0.720	0.996	0.999
THBS3	ITGAV	9606.ENSP00000357362	9606.ENSP00000261023	0	0	0	0	0.055	0.054	0.900	0.358	0.934
THBS3	ITGA2B	9606.ENSP00000357362	9606.ENSP00000262407	0	0	0	0	0.055	0.054	0.900	0.054	0.904
THBS3	ITGA3	9606.ENSP00000357362	9606.ENSP00000315190	0	0	0	0	0.055	0.054	0.900	0.241	0.923
THBS3	ITGB1	9606.ENSP00000357362	9606.ENSP00000379350	0	0	0	0	0	0.069	0.900	0.165	0.915
THBS3	ITGB3	9606.ENSP00000357362	9606.ENSP00000452786	0	0	0	0	0	0.069	0.900	0.227	0.921
THBS4	ITGAV	9606.ENSP00000339730	9606.ENSP00000261023	0	0	0	0	0.055	0.054	0.900	0.149	0.913
THBS4	ITGA2B	9606.ENSP00000339730	9606.ENSP00000262407	0	0	0	0	0.055	0.054	0.900	0.067	0.905
THBS4	ITGA3	9606.ENSP00000339730	9606.ENSP00000315190	0	0	0	0	0.055	0.054	0.900	0.145	0.913
THBS4	ITGB1	9606.ENSP00000339730	9606.ENSP00000379350	0	0	0	0	0	0.069	0.900	0.193	0.918
THBS4	ITGB3	9606.ENSP00000339730	9606.ENSP00000452786	0	0	0	0	0	0.069	0.900	0.246	0.923
TLN1	ITGA2B	9606.ENSP00000316029	9606.ENSP00000262407	0	0	0	0	0.091	0.062	0.900	0.648	0.966
TLN1	PXN	9606.ENSP00000316029	9606.ENSP00000267257	0	0	0	0	0.133	0.735	0.800	0.999	0.999
TLN1	ITGB6	9606.ENSP00000316029	9606.ENSP00000283249	0	0	0	0	0.074	0.104	0.650	0.752	0.918
TLN1	ITGA5	9606.ENSP00000316029	9606.ENSP00000293379	0	0	0	0	0.252	0.242	0.900	0.665	0.978
TLN1	ITGB5	9606.ENSP00000316029	9606.ENSP00000296181	0	0	0	0	0.104	0.104	0.800	0.500	0.909
TLN1	TLN2	9606.ENSP00000316029	9606.ENSP00000453508	0	0	0.051	0.979	0.044	0	0.900	0.695	0.968
TLN1	ACTG1	9606.ENSP00000316029	9606.ENSP00000458162	0	0	0	0	0.056	0.053	0.900	0.767	0.976
TLN1	ITGB2	9606.ENSP00000316029	9606.ENSP00000380948	0	0	0	0	0.134	0.104	0	0.972	0.977
TLN1	FN1	9606.ENSP00000316029	9606.ENSP00000346839	0	0	0	0	0.042	0.071	0.400	0.988	0.992
TLN1	ITGB1	9606.ENSP00000316029	9606.ENSP00000379350	0	0	0	0	0.092	0.819	0.900	0.993	0.999
TLN1	ITGB3	9606.ENSP00000316029	9606.ENSP00000452786	0	0	0	0	0.114	0.809	0.900	0.990	0.999
TLN1	SRC	9606.ENSP00000316029	9606.ENSP00000362680	0	0	0	0	0.075	0.292	0.900	0.996	0.999
TLN1	PTK2	9606.ENSP00000316029	9606.ENSP00000341189	0	0	0	0	0.056	0.629	0.900	0.997	0.999
TLN2	ITGA2B	9606.ENSP00000453508	9606.ENSP00000262407	0	0	0	0	0.050	0.062	0.900	0.616	0.961
TLN2	PXN	9606.ENSP00000453508	9606.ENSP00000267257	0	0	0	0	0.055	0	0	0.999	0.999
TLN2	ITGA5	9606.ENSP00000453508	9606.ENSP00000293379	0	0	0	0	0.050	0.062	0.900	0.648	0.964
TLN2	TLN1	9606.ENSP00000453508	9606.ENSP00000316029	0	0	0.051	0.979	0.044	0	0.900	0.695	0.968
TLN2	PTK2	9606.ENSP00000453508	9606.ENSP00000341189	0	0	0	0	0.058	0.047	0.900	0.997	0.999
TLN2	FN1	9606.ENSP00000453508	9606.ENSP00000346839	0	0	0	0	0.080	0	0	0.984	0.984
TLN2	SRC	9606.ENSP00000453508	9606.ENSP00000362680	0	0	0	0	0.042	0	0.900	0.994	0.999
TLN2	ITGB1	9606.ENSP00000453508	9606.ENSP00000379350	0	0	0	0	0.067	0.104	0.900	0.978	0.998
TLN2	ITGB2	9606.ENSP00000453508	9606.ENSP00000380948	0	0	0	0	0.067	0.338	0	0.970	0.980
TLN2	ITGB3	9606.ENSP00000453508	9606.ENSP00000452786	0	0	0	0	0.067	0.104	0.900	0.965	0.996
TLN2	ACTG1	9606.ENSP00000453508	9606.ENSP00000458162	0	0	0	0	0.042	0.053	0.900	0.623	0.961
TNC	ITGAV	9606.ENSP00000265131	9606.ENSP00000261023	0	0	0	0	0.086	0.098	0.900	0.423	0.946
TNC	ITGA9	9606.ENSP00000265131	9606.ENSP00000264741	0	0	0	0	0.049	0.098	0.900	0.512	0.952
TNC	ITGB6	9606.ENSP00000265131	9606.ENSP00000283249	0	0	0	0.552	0.071	0	0.900	0.115	0.910
TNC	ITGA8	9606.ENSP00000265131	9606.ENSP00000367316	0	0	0	0	0.050	0.098	0.900	0.086	0.911
TNC	ITGB3	9606.ENSP00000265131	9606.ENSP00000452786	0	0	0	0.551	0.093	0	0.900	0.133	0.914
TNC	ITGB1	9606.ENSP00000265131	9606.ENSP00000379350	0	0	0	0	0.091	0	0.900	0.165	0.917
TNN	ITGB3	9606.ENSP00000239462	9606.ENSP00000452786	0	0	0	0	0.055	0	0.900	0.115	0.909
TNN	ITGB1	9606.ENSP00000239462	9606.ENSP00000379350	0	0	0	0	0.055	0	0.900	0.115	0.909
TNN	ITGAV	9606.ENSP00000239462	9606.ENSP00000261023	0	0	0	0	0	0.098	0.900	0.086	0.910
TNN	ITGB6	9606.ENSP00000239462	9606.ENSP00000283249	0	0	0	0.550	0.060	0	0.900	0.130	0.911
TNN	ITGA8	9606.ENSP00000239462	9606.ENSP00000367316	0	0	0	0	0.049	0.098	0.900	0.129	0.915
TNN	ITGA9	9606.ENSP00000239462	9606.ENSP00000264741	0	0	0	0	0.058	0.098	0.900	0.132	0.916
TNR	ITGAV	9606.ENSP00000356646	9606.ENSP00000261023	0	0	0	0	0	0.098	0.900	0.086	0.910
TNR	ITGA9	9606.ENSP00000356646	9606.ENSP00000264741	0	0	0	0	0	0.098	0.900	0.106	0.912
TNR	ITGB6	9606.ENSP00000356646	9606.ENSP00000283249	0	0	0	0.552	0.052	0	0.900	0.115	0.908
TNR	ITGB3	9606.ENSP00000356646	9606.ENSP00000452786	0	0	0	0.554	0.052	0	0.900	0.115	0.908
TNR	ITGB1	9606.ENSP00000356646	9606.ENSP00000379350	0	0	0	0.551	0.052	0	0.900	0.115	0.908
TNR	ITGA8	9606.ENSP00000356646	9606.ENSP00000367316	0	0	0	0	0.048	0.098	0.900	0.086	0.911
TNXB	ITGAV	9606.ENSP00000407685	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0.139	0.910
TNXB	ITGA9	9606.ENSP00000407685	9606.ENSP00000264741	0	0	0	0	0.072	0	0.900	0.218	0.921
TNXB	ITGB6	9606.ENSP00000407685	9606.ENSP00000283249	0	0	0	0	0.055	0	0.900	0.094	0.906
TNXB	ITGA8	9606.ENSP00000407685	9606.ENSP00000367316	0	0	0	0	0.062	0	0.900	0.260	0.924
TNXB	ITGB1	9606.ENSP00000407685	9606.ENSP00000379350	0	0	0	0	0.055	0	0.900	0.136	0.911
TNXB	ITGB3	9606.ENSP00000407685	9606.ENSP00000452786	0	0	0	0	0.055	0	0.900	0.160	0.913
VTN	ITGB8	9606.ENSP00000226218	9606.ENSP00000222573	0	0	0	0	0	0	0.900	0.390	0.936
VTN	PTK2	9606.ENSP00000226218	9606.ENSP00000341189	0	0	0	0	0.054	0	0.650	0.731	0.903
VTN	SPP1	9606.ENSP00000226218	9606.ENSP00000378517	0	0	0	0	0.060	0	0	0.963	0.964
VTN	ITGA5	9606.ENSP00000226218	9606.ENSP00000293379	0	0	0	0	0.055	0	0.720	0.919	0.976
VTN	ITGB1	9606.ENSP00000226218	9606.ENSP00000379350	0	0	0	0	0	0	0.900	0.872	0.986
VTN	ITGA8	9606.ENSP00000226218	9606.ENSP00000367316	0	0	0	0	0.055	0	0.900	0.901	0.989
VTN	ITGB5	9606.ENSP00000226218	9606.ENSP00000296181	0	0	0	0	0	0.463	0.900	0.926	0.995
VTN	ITGB3	9606.ENSP00000226218	9606.ENSP00000452786	0	0	0	0	0	0	0.900	0.997	0.999
VTN	ITGAV	9606.ENSP00000226218	9606.ENSP00000261023	0	0	0	0	0.055	0.236	0.900	0.998	0.999
VTN	ITGA2B	9606.ENSP00000226218	9606.ENSP00000262407	0	0	0	0	0.055	0	0.900	0.994	0.999
VTN	FN1	9606.ENSP00000226218	9606.ENSP00000346839	0	0	0	0	0.067	0	0	0.999	0.999
